,WSR0,WSR1,WSR2,WSR3,WSR4,WSR5,WSR6,WSR7,WSR8,WSR9,WSR10,WSR11,WSR12,WSR13,WSR14,WSR15,WSR16,WSR17,WSR18,WSR19,WSR20,WSR21,WSR22,WSR23,WSR_PK,WSR_AV,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T_PK,T_AV,T85,RH85,U85,V85,HT85,T70,RH70,U70,V70,HT70,T50,RH50,U50,V50,HT50,KI,TT,SLP,SLP_,Precp,Ozone
WSR10,0.46852185236765026,0.4872123952632138,0.5166398852873468,0.529826759058772,0.5265713783283893,0.5384838614243599,0.5680657160516573,0.590443459215023,0.6918887222990366,0.86719439236161,1.0,0.8824372176622429,0.793160964831724,0.7248404937573893,0.6558298173191727,0.605912029224232,0.5486748194120367,0.46179783790305867,0.4036404131442029,0.39516328502410986,0.3894140365070591,0.4067359317894968,0.41120952782764547,0.4062319640010256,0.7280268895930636,0.800677929264809,-0.15432074169440302,-0.1480054830625331,-0.1436272958647215,-0.14047900430741084,-0.13793810247398783,-0.13823840782313437,-0.14543961922599172,-0.16451695214123696,-0.18781298980896516,-0.20269028839310516,-0.22301904581562057,-0.2381951778366163,-0.25176746867485145,-0.25736492979692216,-0.2659150642290766,-0.27436575431214566,-0.28042278772902124,-0.2804656110673966,-0.2751363692152099,-0.2687685442007968,-0.2611913738161535,-0.25677834249956605,-0.251145762585678,-0.24321595929338052,-0.26608624979970535,-0.22522516595998632,-0.1888090008521277,-0.07775359821728968,0.21398391814713005,0.24719831568925968,-0.23828635973449203,-0.13828271987917284,-0.11377231473212442,0.259881594083999,0.22421371874093468,-0.27049920847858566,-0.2361522991040304,-0.04412906657110077,0.27730531875785175,0.1936297768070999,-0.2587073552561247,-0.13574278664457445,-0.07177577413400883,-0.025045731456348787,-0.09931685574595313,-0.018415833522142495,-0.1923118304569992
WSR11,0.44213596728014937,0.46245426021424946,0.4927430094950826,0.5074470588639145,0.5047518800062805,0.5089255132379423,0.5261346641328283,0.5244395561402059,0.5880850089693587,0.7378679680824881,0.8824372176622429,1.0,0.883797065531222,0.8020928727956864,0.7336197406940231,0.6651950545253934,0.590780509924286,0.4992038538368863,0.4228663771345767,0.4012278674600178,0.40488611484772263,0.4256181814052131,0.43979062327394264,0.43792049581900644,0.75825107175893,0.8055928856686346,-0.19116240407792418,-0.1830186587260531,-0.17636489290984683,-0.1723140022176451,-0.1688389871298547,-0.16766066685026068,-0.17323752587649646,-0.19399114097577622,-0.21720036094992712,-0.22951578133867492,-0.2416853529243019,-0.2552456138942057,-0.2717357364965046,-0.2808966278087735,-0.29099070239449865,-0.30037957702007134,-0.3075588064082873,-0.3070860563347506,-0.300340823553618,-0.29166462760337736,-0.2819218784901436,-0.275311726823177,-0.2689890555746854,-0.26024821123831454,-0.2922867040795083,-0.25186990610627996,-0.2221654928959337,-0.07216129358261314,0.19988484928422773,0.2720387438585778,-0.25076613419674965,-0.16948511752472964,-0.12144469288342165,0.26330473869802296,0.25040181465568956,-0.2990786882874513,-0.2683405888569867,-0.035419376459975956,0.2923972597970722,0.21799503577517926,-0.29028302959119523,-0.15408315987823276,-0.08009074315665533,-0.012863082429097629,-0.12539633175150275,-0.007158830043362715,-0.18811899169594415
WSR12,0.4167314610809887,0.429628524485868,0.4663349621078021,0.4807404236853272,0.4829341243180836,0.4827928199707099,0.4872279714964023,0.4699936543877493,0.5248426645957109,0.6607270128196994,0.793160964831724,0.883797065531222,1.0,0.8886402287798503,0.7961520598772187,0.7222196260200944,0.6393105464942331,0.5278727153456717,0.4378678014788985,0.40954956994108327,0.4140883152534578,0.43306069434024747,0.4503467468535115,0.4437329009625177,0.7663238147719972,0.798847235916035,-0.1853952342255715,-0.17606751613344218,-0.16971564912188988,-0.1652529167468598,-0.1614821873011633,-0.1593354661988429,-0.16354013978067106,-0.18352302733704795,-0.2070479326118261,-0.21978300770728346,-0.23212477541640877,-0.23895925688923894,-0.2570431972999283,-0.27482268582801306,-0.2888764059367093,-0.2990861213829845,-0.3081222287655596,-0.30725412434631083,-0.2986138165547368,-0.28786612977302134,-0.27547911612762216,-0.26750742512406345,-0.25978918201509793,-0.25018004413808115,-0.2859926539459442,-0.24441426028165208,-0.22044037852662277,-0.06112131718583301,0.18779275086252223,0.2768250883107601,-0.23880370522582509,-0.164301871157264,-0.12215687457314639,0.24957026264128043,0.256520254843097,-0.28746479085030446,-0.25631732897075804,-0.031445516119729976,0.2878332949753478,0.21576135795513574,-0.2791612526967586,-0.14856985787905647,-0.071315862516319,-0.008072389778319594,-0.11448980337714498,-0.01900486866455029,-0.19355356972509488
WSR13,0.38671269104518363,0.395454068000093,0.4313965853318125,0.4434631510682617,0.4400486259511601,0.44499348179989207,0.447667575177685,0.4208284123024098,0.4620937852370558,0.5977238144630624,0.7248404937573893,0.8020928727956864,0.8886402287798503,1.0,0.8855951229876463,0.8028054361247186,0.7095672334060448,0.5825079347268172,0.47509901873786364,0.4384115733067854,0.44053057090902403,0.44561099826606804,0.448616369876877,0.44436434467151725,0.782352864189203,0.7898391309270191,-0.16230304485564223,-0.1519630045900617,-0.14631462513429577,-0.14234971567429966,-0.13842759500388807,-0.1372520035035581,-0.1413516134890345,-0.15892808251363238,-0.17955346005790135,-0.1922190990075895,-0.20518938778398307,-0.21220495112760251,-0.22088211917090134,-0.235883110967418,-0.2564037496433741,-0.2725115280030927,-0.2850147508266127,-0.2839526378459369,-0.27423452903138185,-0.2620808847906003,-0.2480650817583818,-0.2388087532805958,-0.22951229648330435,-0.2198145997849679,-0.25895097271608547,-0.21665768434723576,-0.19739406896299028,-0.061284751369343055,0.16509783453946758,0.2820568630582108,-0.23447173050000006,-0.14461040751203189,-0.11818128105881334,0.21768240883793974,0.2691306235488051,-0.27253885950943785,-0.23571085284846405,-0.02536168976242957,0.25854266640587004,0.2220869650883172,-0.2618282362463711,-0.13842163354851533,-0.06335317830053146,-0.02553107236956501,-0.12502497972421622,-0.013173425878551557,-0.17238275759970273
WSR14,0.34510551329179046,0.35139362753266734,0.38886554103944737,0.39927353698311846,0.39197487501056594,0.40028895558044736,0.4064342592190802,0.37916113242027877,0.4168754239691783,0.5390736968549913,0.6558298173191727,0.7336197406940231,0.7961520598772187,0.8855951229876463,1.0,0.8880496642596726,0.7778010464089952,0.6373594090811072,0.5228708625938432,0.4658883612275723,0.45643517980323184,0.4507223940792602,0.4470407058023629,0.4365797105261489,0.7776084663159213,0.7675640418779626,-0.12769447448158336,-0.11850103327619936,-0.1134315876383556,-0.10733338090344167,-0.1026236018066227,-0.10132466452590876,-0.1034196112758963,-0.11809666348294125,-0.13335910434960063,-0.14222511752758374,-0.1535969378319848,-0.15695773962325374,-0.16275953731515416,-0.1696530511643767,-0.19542480480503854,-0.21777826350289536,-0.23102861600832886,-0.23153487185331836,-0.22258034425788228,-0.21043176431071028,-0.19685661016533965,-0.18765804780705508,-0.17935351891787318,-0.17012857471181092,-0.204607159358635,-0.1670929673028503,-0.1623415958222344,-0.060691095802940305,0.12872108037195346,0.28204429069728393,-0.2055107407908452,-0.11394178182547098,-0.13260477200510543,0.17423006497080976,0.24677291968929355,-0.23373684371051734,-0.2111533520499689,-0.04235162563308035,0.20999425066937596,0.1847366150701275,-0.22453871570591014,-0.13187667375533632,-0.04713456111481665,-0.031644228295221385,-0.12898799667009772,-0.04806566687841335,-0.14431952059185768
WSR15,0.33187453926947424,0.3386770381853868,0.3621177137852161,0.36410309095902127,0.358996465542272,0.36968007832524025,0.37714664002445347,0.35683341141564484,0.38819174973662585,0.5027490676609845,0.605912029224232,0.6651950545253934,0.7222196260200944,0.8028054361247186,0.8880496642596726,1.0,0.8688636105304576,0.7193062910438229,0.583822658863295,0.5074476216632895,0.4891610363280467,0.47561598655767917,0.4668143492578224,0.44725356977400144,0.7741485675604781,0.7547367045885646,-0.08482926429135132,-0.07537808472181816,-0.07128298852285413,-0.0670242202610101,-0.06400840340573305,-0.062359066995068387,-0.06384991365905272,-0.07465387978101096,-0.08698915582285346,-0.09502610783227214,-0.10472142433849663,-0.10585585946101307,-0.11079892948587532,-0.1185422916727181,-0.13467380361361442,-0.16324771937984045,-0.18860262110728965,-0.19130931421742178,-0.1823716843979651,-0.1687790934936262,-0.1558353960281404,-0.1473268780907181,-0.1377619363454984,-0.1283058114538125,-0.15043478174551603,-0.12079639067217371,-0.11566982535158922,-0.06127427525591555,0.10417736710342156,0.2859458336584936,-0.2000318185565217,-0.07571873621561932,-0.1320980114236084,0.13352979659239195,0.23497422774433843,-0.20763283721892797,-0.1820081053406103,-0.04483627499615165,0.1644912466966132,0.16994229305760997,-0.19322857384109696,-0.11448215117587841,-0.024990038879930034,-0.06253565396650546,-0.13515499793686664,-0.0587199630214411,-0.1043431917855835
WSR16,0.3072535462936986,0.31243198123543603,0.3298094155934277,0.32477536201318447,0.3147334909750377,0.31770555693031943,0.33365993111886555,0.32733625271344857,0.36521645510928435,0.4609581943550548,0.5486748194120367,0.590780509924286,0.6393105464942331,0.7095672334060448,0.7778010464089952,0.8688636105304576,1.0,0.841560365417534,0.6803991344954541,0.5826273747337712,0.5437524339576617,0.5135457045634251,0.4877031574876607,0.4581222035144035,0.7366698787182805,0.7312944539321714,-0.05083544133899092,-0.044417518706993175,-0.041394421496339054,-0.037080528514862765,-0.03459748822898876,-0.03270933090024304,-0.03145833935850859,-0.034748640233457403,-0.044122973674552916,-0.051262640938281444,-0.05996958479343347,-0.06094863221725377,-0.06110355762035306,-0.0659608913964051,-0.07493102677369137,-0.09066193311362081,-0.11721683127516412,-0.12755219063873108,-0.12142209750992256,-0.11057686842221078,-0.09947589409966842,-0.09149748084958433,-0.083513412071413,-0.07573278091720057,-0.0930441429646516,-0.07149262966845499,-0.0763185862336113,-0.06977834772948006,0.0638441970391069,0.28043844896555287,-0.18089650039909186,-0.045360351348595895,-0.13252046127158404,0.09041039133971664,0.20962284510129958,-0.1745026269245537,-0.16507102337122753,-0.059089782065326314,0.11962093898111341,0.1417633235974945,-0.1620726049197186,-0.10083319677201381,-0.005994106427930478,-0.07490529057913803,-0.13132085588060627,-0.06090333318602815,-0.052222430009697465
WSR17,0.2570652686277197,0.2590341483587398,0.26697749586818026,0.2587145765239435,0.24139210650367793,0.24662970394331843,0.2711642141413861,0.30166217027276765,0.34190238176418514,0.40270056633328744,0.46179783790305867,0.4992038538368863,0.5278727153456717,0.5825079347268172,0.6373594090811072,0.7193062910438229,0.841560365417534,1.0,0.8483303491979972,0.7166736881321327,0.6611756299417613,0.6079485054987332,0.5591147822577173,0.5159678774565983,0.6666016559783381,0.6904708319695809,0.06058523972570452,0.06576190254225314,0.06784786817705538,0.07203836245071206,0.07480680132417088,0.07757406488431727,0.08400576803131375,0.08735624095735943,0.07614375919054994,0.06303558449467295,0.05103438387346016,0.046778083327524866,0.04638818657914442,0.04201883866607084,0.03608423524977909,0.02726522585016311,0.010956815334732296,0.0003857319031237768,0.008866681265402927,0.021000997821725514,0.03177821122161052,0.04015734731395714,0.047215637524380766,0.053575737001806484,0.02192797800898331,0.05144834743950772,0.02776927768555941,-0.019300484262619887,0.024618184800600806,0.3062477764550373,-0.12815201527022882,0.03532028813157235,-0.08757914589635248,0.029639539934340802,0.19771394468362247,-0.08143585484420218,-0.0943878719712216,-0.03320524238539815,0.04245219330957431,0.09398896316625983,-0.06806995363287244,-0.015849302132736495,0.07913071178211026,-0.11603193223893321,-0.12693642880230374,-0.026091362269025295,-0.00998490931844538
WSR18,0.24475713961422613,0.23985373029803186,0.24154837335923943,0.23963493360015964,0.22063998389705625,0.22442336536263027,0.2547434480489046,0.30347002563325115,0.3294348961381263,0.3651565958957662,0.4036404131442029,0.4228663771345767,0.4378678014788985,0.47509901873786364,0.5228708625938432,0.583822658863295,0.6803991344954541,0.8483303491979972,1.0,0.8566542923765395,0.7634991869701444,0.6919420692764694,0.628471228450226,0.5802978173589436,0.5932938610159483,0.6600045774856556,0.12255190750038654,0.1279776472880306,0.13301848554988263,0.13828925529281555,0.14314593139203144,0.14720314304356208,0.15667167925524558,0.1559403812889414,0.14006567346430102,0.12112546902478481,0.10568994027050185,0.0981174791736136,0.09045122226229152,0.08165012909969763,0.06983373596484885,0.05890003140917329,0.04438954480459328,0.04270094226598861,0.05278979778962104,0.07423319937866218,0.09305672807890095,0.10661423215769159,0.11909226748161507,0.1308074219235073,0.06877255328282011,0.11011338525801988,0.0857112570484284,0.011290040653793175,-0.01448724878512009,0.3430454163712796,-0.058185628732071885,0.1053531294827911,-0.06655844625836305,-0.03308911879727248,0.20121804753542594,0.005982417501214236,-0.03265461494410488,-0.011208500700983852,-0.01713334423134914,0.06320903900792256,0.015696939856361388,0.020036588853979485,0.10554540010124593,-0.09799667750837049,-0.15258635984779473,0.005437096483010273,-0.0054694911651444866
WSR19,0.2646579887296205,0.25348190112783864,0.2571784592032416,0.25953069690585695,0.23824542429768714,0.2465548200168494,0.2622704520466592,0.29104806938994154,0.32072045801111293,0.3582648480645325,0.39516328502410986,0.4012278674600178,0.40954956994108327,0.4384115733067854,0.4658883612275723,0.5074476216632895,0.5826273747337712,0.7166736881321327,0.8566542923765395,1.0,0.8892578314580456,0.7940877456261622,0.7277948808984303,0.6726902516986119,0.5460217732472658,0.6613660245160539,0.09898948081679491,0.10694445270796958,0.11433415483475617,0.12174378775886241,0.12845537829816647,0.13333593110127617,0.14127536397837837,0.1348861985123491,0.11294029400396127,0.0900205936501684,0.07340018828567986,0.06384477970007817,0.05519361339558033,0.04531718143212339,0.032895418060131645,0.0179667192862618,0.002507548923775891,0.0007626451050548053,0.016963366256045168,0.03951680296644951,0.059922911078861225,0.07606669885974353,0.08963087364627556,0.1031563021947303,0.03421815706656593,0.08019187874225146,0.07624168160795866,0.00443317413102534,0.02951286591442896,0.3766515016116314,-0.05664190693378656,0.10202267772904351,-0.06500316898770796,-0.0012489395968106813,0.23162521064944602,0.004055835203647617,-0.03603676765415749,0.00024596110012639784,0.025485859930690222,0.06915152839809338,0.011863521493132205,0.01630618421874067,0.09196595358892865,-0.08003586886585358,-0.18444236641915654,0.03935392222981654,-0.018509565320414013
WSR20,0.2794645060106713,0.26340005912491543,0.2655408579879126,0.268701311347615,0.24806206295021224,0.25341714914712216,0.2675317196388621,0.28598799381293727,0.3022152349959135,0.3451987195348652,0.3894140365070591,0.40488611484772263,0.4140883152534578,0.44053057090902403,0.45643517980323184,0.4891610363280467,0.5437524339576617,0.6611756299417613,0.7634991869701444,0.8892578314580456,1.0,0.8860733580962449,0.7960633971144515,0.7368188153784829,0.5403653489307838,0.6649798234615034,0.0750620724499496,0.0853287413321852,0.09378772315645907,0.10142097962626322,0.10820200734690867,0.11206236329244174,0.11695793642564725,0.1047145654277123,0.07744120526679321,0.05128622487597044,0.03424171421707519,0.023685546037743976,0.014241716986526567,0.0010917387098833451,-0.011808046883449066,-0.024261155611730395,-0.03955218020203372,-0.04034917387010015,-0.02120217877695805,0.006009137122275577,0.028471536125312766,0.046074113245959974,0.06008175694027115,0.07284125139162705,-0.008140841530229382,0.04591995832049925,0.05376519730088249,0.005709260693851722,0.057523715709113514,0.38441178947260923,-0.05817412342809157,0.07559788617081249,-0.05128400922591239,0.032297474506407554,0.2438184891341144,-0.01026581878740594,-0.05666046579983003,0.007849287569324204,0.05860601045701907,0.09560535305912096,-0.008428400977149957,0.017293532300956795,0.08911368425033389,-0.0647608140298655,-0.17771096723956897,0.03783257198812717,-0.03659464148720918
WSR21,0.3261474894120667,0.3141591474795659,0.3198129093487989,0.3169014681979107,0.2937540589703164,0.2994356001888975,0.30664242430077787,0.30821265861939035,0.31657600956898024,0.3667953028282445,0.4067359317894968,0.4256181814052131,0.43306069434024747,0.44561099826606804,0.4507223940792602,0.47561598655767917,0.5135457045634251,0.6079485054987332,0.6919420692764694,0.7940877456261622,0.8860733580962449,1.0,0.9027942680214696,0.8305520276060203,0.546836517833718,0.6864384423100366,0.0638206548527323,0.0752253506445143,0.0837778057548789,0.09178116263037098,0.09722591232459504,0.10136755475219525,0.10288351632846648,0.08480664874309223,0.053938173893307795,0.024091049656834583,0.006071534460202342,-0.005657638036286364,-0.01656429910736809,-0.029595739670873544,-0.04174501781404758,-0.05724641050224623,-0.07321002203287426,-0.07222217227519205,-0.050449842979244035,-0.021426259520795767,0.0034286609324867415,0.02138478947116292,0.03257567683417122,0.043769936028957256,-0.03551709517473374,0.022069301619484095,0.037784197858315285,0.037526202792247075,0.07616824861362657,0.38929786061400107,-0.07595600416984158,0.06057961462840563,-0.023620802309188012,0.05302559554352275,0.2640432921199208,-0.031584792114451046,-0.0650473405626599,0.03369617863438622,0.08079207019116048,0.1237055287673287,-0.025352811146558404,0.0368672079428104,0.1012904421757541,-0.06623467730295597,-0.19539706675777127,0.05612442543807574,-0.06335636565555079
WSR22,0.3355063372542281,0.3253646531654074,0.33410223915593007,0.3342016855802827,0.3124533686252465,0.3211269412547089,0.33017482817633714,0.31875638579933047,0.31738460884542447,0.361150222702553,0.41120952782764547,0.43979062327394264,0.4503467468535115,0.448616369876877,0.4470407058023629,0.4668143492578224,0.4877031574876607,0.5591147822577173,0.628471228450226,0.7277948808984303,0.7960633971144515,0.9027942680214696,1.0,0.9126516195605291,0.540643223378415,0.6831940894272872,0.028952249079826933,0.041567801626466665,0.051483207093295145,0.06108862993754233,0.06771230169172873,0.07361927199157238,0.07384578530690585,0.05173570243026193,0.016665445901157865,-0.013145440258817928,-0.03144207249826678,-0.04386147941914397,-0.05427429410316373,-0.06680802818801053,-0.0789969002771926,-0.09712954180696393,-0.11347418965016427,-0.11169697887341498,-0.08802475230441961,-0.05786258264577678,-0.03058608361680373,-0.011791797809056268,0.004154748662192136,0.01709350263142482,-0.07407014039456833,-0.013376448352294908,0.00808748311996084,0.045228003387638153,0.08758454354213385,0.38961688599818206,-0.09429928203436871,0.04445975451872243,-0.020656942327971505,0.08337638130435347,0.27512418556731216,-0.05852983854527168,-0.08512979922467646,0.039768329116537667,0.12106771297997276,0.1389478943522939,-0.051496859173034856,0.025988099580792165,0.09176218341540032,-0.05688516955303239,-0.19688138597669586,0.10100108161986862,-0.07692179342799331
WSR23,0.34733320255552863,0.3396492598190103,0.3494590761415086,0.3482875553093447,0.3322263037072859,0.3452575086799935,0.3515346276085577,0.3313870053794413,0.3240718751826535,0.3673751073545121,0.4062319640010256,0.43792049581900644,0.4437329009625177,0.44436434467151725,0.4365797105261489,0.44725356977400144,0.4581222035144035,0.5159678774565983,0.5802978173589436,0.6726902516986119,0.7368188153784829,0.8305520276060203,0.9126516195605291,1.0,0.5288507267135274,0.6719833433858907,0.015712769908402386,0.028411865964486544,0.0389646471229948,0.0497581699537764,0.05725771150308297,0.06247602087903928,0.06032147043591002,0.035096553871222354,-0.0014618653945836114,-0.03262229740104846,-0.050141332539986705,-0.0629846007339998,-0.0742915983510192,-0.08616693642447848,-0.09657249068184175,-0.11273387620786399,-0.12811001401340344,-0.12767804409524816,-0.10514606750193153,-0.07676446533870086,-0.05035618066082728,-0.03186611690961043,-0.013000156659534155,0.0058935955582661145,-0.09098813251151643,-0.029877811395794613,0.002709585995883449,0.04872317910775683,0.11171170786653743,0.3980965805084336,-0.09689836224760127,0.04176102926361269,-0.03953480190723663,0.10992806636688228,0.2877397729604642,-0.06314402071802702,-0.08745351502062426,0.02468684857331894,0.1518801834985256,0.15397696619501164,-0.05478322693591608,0.011653365023439378,0.08722404324520039,-0.05095746411161432,-0.1880269359086138,0.11210754127322167,-0.08548933693861328
WSR_PK,0.5080923837959863,0.5182992922468552,0.5360793867078095,0.5337697829107073,0.5251904799729634,0.527875921165602,0.5344998048252051,0.5250866528549437,0.5555204275758384,0.6462650090359011,0.7280268895930636,0.75825107175893,0.7663238147719972,0.782352864189203,0.7776084663159213,0.7741485675604781,0.7366698787182805,0.6666016559783381,0.5932938610159483,0.5460217732472658,0.5403653489307838,0.546836517833718,0.540643223378415,0.5288507267135274,1.0,0.8469795642617549,-0.06504095891882423,-0.05619220352964347,-0.05239624401079475,-0.04837600783951132,-0.04668478842995909,-0.04682247685318512,-0.052678258120291144,-0.07380136532640258,-0.10528150549986197,-0.1313407794070796,-0.15310483008122797,-0.1664691547655491,-0.18251742462639733,-0.19456215925671955,-0.2106560211742779,-0.2284163408618211,-0.242530003550025,-0.24213585646794467,-0.23186533436323567,-0.21941440361782974,-0.20743598195996105,-0.20030821576336028,-0.19397537652044086,-0.18679339385918878,-0.18811479169205608,-0.15307303635287065,-0.11185630586276321,0.01130762432205417,0.18393301897398878,0.3649006454382847,-0.2763219076315726,-0.10357202657144762,-0.0478455176952389,0.20832965759476862,0.33395714185440967,-0.2680611014510837,-0.22376182376365003,0.01986527348056769,0.22575237736855228,0.26834269279959316,-0.24805183932914845,-0.029437449379069922,0.057263271799514126,-0.1279465819185825,-0.19762719058539224,0.10164808053793561,-0.12055936554661338
WSR_AV,0.6862222421039428,0.7076494970536279,0.7347911950347812,0.7424398426711489,0.7305061409943673,0.7294528014041161,0.7363090918145373,0.7190311303075443,0.7214256297767941,0.7675101150396386,0.800677929264809,0.8055928856686346,0.798847235916035,0.7898391309270191,0.7675640418779626,0.7547367045885646,0.7312944539321714,0.6904708319695809,0.6600045774856556,0.6613660245160539,0.6649798234615034,0.6864384423100366,0.6831940894272872,0.6719833433858907,0.8469795642617549,1.0,-0.06545836390244025,-0.053740423673302916,-0.04672443723633349,-0.04146239622347022,-0.04013391583319903,-0.04180495558775897,-0.050952607329732884,-0.08638231529004536,-0.13810323888495413,-0.1812955103443935,-0.21299176996247532,-0.22778854016722702,-0.24008096012313412,-0.24788712566763973,-0.259432229351261,-0.27220799846243954,-0.28381740884041623,-0.2794246959968141,-0.26272122272591186,-0.2436457188680601,-0.22501239503333947,-0.2125595331705185,-0.2014658295721556,-0.18932691327133525,-0.25374906186342133,-0.1780307580614139,-0.09992034463523465,0.04083856748033952,0.18803634107427208,0.43987835875552866,-0.26344083591500184,-0.061039782131109416,-0.03654843679250777,0.22645690206997385,0.3897283902845046,-0.24194772828060832,-0.2021132933883116,0.034726224524348745,0.2545353507561071,0.2946282683027821,-0.21638192835107387,-0.011739459203950475,0.07575517780333883,-0.10099426716859487,-0.17746260961422652,0.051720455195555785,-0.15370583392725592
T0,-0.005999031810775626,-0.03326597433323294,-0.06721526505817238,-0.09654403148296387,-0.12325406882837855,-0.13323167037641437,-0.08850441585960363,0.05183615327251916,0.04334791604652413,-0.08111349607967408,-0.15432074169440302,-0.19116240407792418,-0.1853952342255715,-0.16230304485564223,-0.12769447448158336,-0.08482926429135132,-0.05083544133899092,0.06058523972570452,0.12255190750038654,0.09898948081679491,0.0750620724499496,0.0638206548527323,0.028952249079826933,0.015712769908402386,-0.06504095891882423,-0.06545836390244025,1.0,0.9977062344945747,0.9930413737871832,0.9880614380376812,0.9820072713508048,0.976226862682853,0.9716723181756893,0.9657487043328277,0.9493233530463386,0.9225488999946239,0.8980932489323405,0.8799048325979562,0.8624678023282603,0.8475328659782654,0.8364483611709775,0.827409402483958,0.8272350796609006,0.8390449329096109,0.8594953971343247,0.8722028374631026,0.876193708273236,0.8755788182570607,0.8706944082699062,0.8650426092875388,0.883726494076251,0.9442691797066292,0.8754948369536804,0.415899521510935,-0.3420982391684691,0.39429596559192975,0.23853990770972072,0.7799197447677606,0.2652413525676158,-0.5824329876240644,0.18516086514339303,0.6261350710023149,0.7521369911127558,0.16956853084087314,-0.6421009709312884,-0.023318453254318774,0.7541416638424916,0.6207550265919889,0.5955900418417083,-0.5508183883446488,-0.2360615163735657,0.08932463973749796,0.09705445700894615
T1,0.0006353882759276803,-0.025075189632609865,-0.05646200321614608,-0.085816879805516,-0.11289915966021692,-0.12227980179045105,-0.07934548124047472,0.05783252077758351,0.04679150047391555,-0.07610110550482645,-0.1480054830625331,-0.1830186587260531,-0.17606751613344218,-0.1519630045900617,-0.11850103327619936,-0.07537808472181816,-0.044417518706993175,0.06576190254225314,0.1279776472880306,0.10694445270796958,0.0853287413321852,0.0752253506445143,0.041567801626466665,0.028411865964486544,-0.05619220352964347,-0.053740423673302916,0.9977062344945747,1.0,0.997523331988576,0.9935614563629509,0.988171071870057,0.9829030936565212,0.9780076817919929,0.9702160286912781,0.9513432150831442,0.922524298575383,0.8969575668125758,0.8777007090499809,0.8593760739192037,0.8437106484340208,0.8317365428233623,0.8220895998975253,0.8216803334714512,0.8337460470348397,0.8553660883282714,0.86973664648876,0.8752144360210149,0.8752938767991457,0.8713208800776284,0.8662538038936602,0.8792195495896361,0.9442421963373249,0.8737707858627327,0.4245982728053642,-0.3404349675844651,0.41128258958599323,0.2355077478021577,0.7797809169787718,0.2729611165956094,-0.5797626324252031,0.20084793134571458,0.6241639097441285,0.7515263600644084,0.1818853535412849,-0.6376263023932424,-0.011526001956972743,0.7527476433622599,0.6262580653016959,0.5993713009466735,-0.5512362198146306,-0.24681102895992624,0.0948129244165945,0.09106517755587921
T2,-0.0020510176934607654,-0.025630411892751427,-0.05341914905516976,-0.07804954641130787,-0.10603152187171531,-0.11630423897094275,-0.07350741931395799,0.0619930734510335,0.048764021125901426,-0.07401718647862435,-0.1436272958647215,-0.17636489290984683,-0.16971564912188988,-0.14631462513429577,-0.1134315876383556,-0.07128298852285413,-0.041394421496339054,0.06784786817705538,0.13301848554988263,0.11433415483475617,0.09378772315645907,0.0837778057548789,0.051483207093295145,0.0389646471229948,-0.05239624401079475,-0.04672443723633349,0.9930413737871832,0.997523331988576,1.0,0.9979376903621681,0.9934243864317285,0.9889187593321456,0.9840540827143409,0.9747804358997164,0.9539864677769281,0.9236832140684608,0.8972355440781697,0.877128247939545,0.8581589930570688,0.8422044556538806,0.8295082267239335,0.8192773756334593,0.8186920698956627,0.8310239768425086,0.8534634143513158,0.8691247966289988,0.875733846380857,0.8765466755280781,0.873115218121826,0.8685944409887134,0.8759237673179056,0.944921141160991,0.8711967108585079,0.4280150285513746,-0.34070916121018874,0.42330052306767607,0.2376343043443207,0.7797230543499619,0.27562127664459246,-0.5783831094033245,0.2113618954641745,0.6251134624859311,0.7494669971140431,0.1866108701335429,-0.6348930930576163,-0.0034935201323524206,0.7529464127744809,0.628021944576293,0.6005097851824408,-0.5464343535141266,-0.2532777059991294,0.09605924527883437,0.08740001494974131
T3,-0.004188064292984281,-0.029212426207565464,-0.05487311232599371,-0.07785982225156339,-0.10447806116075739,-0.11409205022049333,-0.07131990907016397,0.06316122345190128,0.0494969193566049,-0.07174072375319251,-0.14047900430741084,-0.1723140022176451,-0.1652529167468598,-0.14234971567429966,-0.10733338090344167,-0.0670242202610101,-0.037080528514862765,0.07203836245071206,0.13828925529281555,0.12174378775886241,0.10142097962626322,0.09178116263037098,0.06108862993754233,0.0497581699537764,-0.04837600783951132,-0.04146239622347022,0.9880614380376812,0.9935614563629509,0.9979376903621681,1.0,0.9975288942194983,0.9938422895955753,0.9891774629597183,0.9787718553148678,0.956762476598513,0.9255260663456355,0.8984722875999108,0.8777997949371202,0.8581635408287246,0.8416545620628575,0.8282225131872327,0.8175377372177942,0.8168502833744369,0.8295830281242471,0.8530692152327461,0.8698581099020176,0.8772367864220628,0.8788509687596118,0.8761081958436501,0.8722801303828033,0.8742397154542598,0.9457312362129178,0.8692221258371757,0.42969978717827034,-0.3395973278772493,0.4326730851981478,0.23752722958456784,0.7801510935202972,0.2768615670001409,-0.5775704000819581,0.21729504990247306,0.6244580303597371,0.7484331412170335,0.1913924878227912,-0.632887571811173,-2.456233658464882e-05,0.7523421958775885,0.6276482459424033,0.6002681968421554,-0.5441771747598746,-0.25978676520599964,0.09822151486893223,0.08375927314224332
